ID,DataName,Value,Key,English,es,ar,fr,hi,ko,tl,vi,zh,
61,Correct_Rationale_2,The Quartering Act required colonists to house and feed British soldiers.,Correct_Rationale_2,The Quartering Act required colonists to house and feed British soldiers.,La Ley de Alojamiento requería que los colonos alojaran y alimentaran a los soldados británicos.,___ _____ _______ ___ __________ _____ ______ ___________ ________.,Le Quartering Act obligeait les colons à loger et nourrir les soldats britanniques.,___________ _______ __ ______________ __ _______ _______ __ __ __ ____ ____ __ ________ ___,____ _______ __ ___ __ ___ __ __ ____ ____.,Inatasan ng Quartering Act ang mga kolonista na patuluyin at pakainin ang mga sundalong Britanya.,__o lu_t Quartering yêu c_u dân thu_c __a ph_i cho lính Anh _n _.,_____________________,
61,Correct_Answer_3,because they didn‚Äôt have self-government,Correct_Answer_3,because they didn’t have self-government,porque no tenían autogobierno,_____ __ ___ _____ ___ ____,parce qu’ils n’avaient pas d’autonomie gouvernementale,_______ ____ ___ _______ ____ __,___ __ ___ ___ ___,dahil wala silang sariling pamahalaan,vì h_ không có chính quy_n t_ tr_,__________,
61,Correct_Rationale_3,The colonists wanted to govern themselves and be free from the unilateral rule of the British government.,Correct_Rationale_3,The colonists wanted to govern themselves and be free from the unilateral rule of the British government.,Los colonos querían gobernarse a sí mismos y ser libres del gobierno unilateral británico.,____ __________ __ ______ ______ _______ _______ __ _____ _______ _______ __________.,Les colons voulaient se gouverner eux-mêmes et être libres de la domination unilatérale du gouvernement britannique.,___________ ___ ____ ____ _____ __ __ _______ _____ __ ______ ____ __ _____ ____ _____ ___,______ ___ ____ __ ___ ___ ____ _____ ___.,Nais ng mga kolonista na pamahalaan ang kanilang sarili at maging malaya mula sa isang panig na pamamahala ng gobyernong Britanya.,Ng__i dân thu_c __a mu_n t_ qu_n l_ và thoát kh_i s_ cai tr_ __n ph__ng c_a chính ph_ Anh.,_______________________,
61,Wrong_Answer_1,"because they wanted a new king, because they wanted to ally with France, because they wanted to abolish all taxes",Wrong_Answer_1,"because they wanted a new king, because they wanted to ally with France, because they wanted to abolish all taxes","porque querían un nuevo rey, porque querían aliarse con Francia, porque querían abolir todos los impuestos","_____ ______ _____ _______ _____ ______ _______ __ ______ _____ ______ _____ ____ _______","parce qu’ils voulaient un nouveau roi, parce qu’ils voulaient s’allier avec la France, parce qu’ils voulaient abolir tous les impôts","_______ __ __ ___ ____ _____ __, _______ __ ______ __ ___ ______ ____ _____ __, _______ __ ___ __ ______ ____ _____ __","_ __ ___ ___, ____ ___ ___ ___, __ ___ ____ ___ ___","dahil gusto nila ng bagong hari, dahil gusto nilang makipag-alyansa sa France, dahil gusto nilang alisin ang lahat ng buwis","vì h_ mu_n có m_t v_ vua m_i, vì h_ mu_n liên minh v_i Pháp, vì h_ mu_n bãi b_ m_i lo_i thu_",__________________________________,
61,Wrong_Rationale_1,"They sought to establish a republic and break away from the rule of a king altogether, not just replace him. The alliance with France was a strategy during the war, not the fundamental reason for starting it. The issue was not taxes in general, but 'unjust' taxes imposed without their consent.",Wrong_Rationale_1,"They sought to establish a republic and break away from the rule of a king altogether, not just replace him. The alliance with France was a strategy during the war, not the fundamental reason for starting it. The issue was not taxes in general, but 'unjust' taxes imposed without their consent.","Ellos buscaban establecer una república y separarse del dominio de un rey por completo, no solo reemplazarlo. La alianza con Francia fue una estrategia durante la guerra, no la razón fundamental para comenzarla. El problema no eran los impuestos en general, sino los impuestos “injustos” impuestos sin su consentimiento.","_____ _____ ______ _______ _________ __ ___ _____ _______ ____ ___ ________. ___ _______ __ _____ __________ ____ ______ ____ _____ _______ ______. __ ___ ______ _______ ____ ____ __ ""_______ _______"" ________ ___ ________.","Ils cherchaient à établir une république et à se libérer de la domination d’un roi, pas simplement à le remplacer. L’alliance avec la France était une stratégie pendant la guerre, pas la raison fondamentale de son déclenchement. Le problème n’était pas les impôts en général, mais les impôts « injustes » imposés sans leur consentement.","__ __ _______ _______ ____ _____ __ __ ____ ___ __ ____ __ ____ __ ___ ____ _____ __, _____ ___ _____ _____ ______ __ ___ ______ _____ __ _____ __ ______ __, _ __ ___ ____ ____ __ ___ _____ ______ _______ __ ____ __, _____ '___________' __ __ __ ____ _____ __ ____ _____ ___ ___","___ ____ ___ ___ __ ____ __ ___ ___ __ ____ ____ __. _____ ___ __ __ _____, ___ __ ___ ____. ___ ____ ___ ___ __ __ ___ '___' _____.","Layunin nilang magtatag ng republika at tuluyang humiwalay sa pamumuno ng isang hari, hindi lang palitan siya. Ang alyansa sa France ay isang estratehiya sa panahon ng digmaan, hindi ang pangunahing dahilan ng pagsisimula nito. Ang isyu ay hindi buwis sa pangkalahatan, kundi ang “hindi makatarungang” buwis na ipinataw nang walang kanilang pahintulot.","H_ tìm cách thành l_p m_t n__c c_ng hòa và hoàn toàn thoát kh_i s_ cai tr_ c_a vua, ch_ không ch_ thay th_ ông ta. Liên minh v_i Pháp ch_ là m_t chi_n l__c trong chi_n tranh, không ph_i là l_ do c_ b_n __ b_t __u. V_n __ không ph_i là thu_ nói chung, mà là các lo_i thu_ “b_t công” áp __t mà không có s_ __ng _ c_a h_.",_______________________________________________________________________________“___”___,
61,Wrong_Answer_2,"because of religious persecution, because of economic hardship, because of territorial disputes",Wrong_Answer_2,"because of religious persecution, because of economic hardship, because of territorial disputes","por la persecución religiosa, por las dificultades económicas, por las disputas territoriales","____ ________ _______ ____ ________ ___________ ____ ________ _________","à cause des persécutions religieuses, des difficultés économiques, des différends territoriaux","_______ ________ __ ____, ______ ______ __ ____, _________ _______ __ ____","___ __ __, ___ ___ __, __ __ __","dahil sa pag-uusig sa relihiyon, dahil sa kahirapan sa ekonomiya, dahil sa mga pagtatalo sa teritoryo","vì s_ _àn áp tôn giáo, vì khó kh_n kinh t_, vì tranh ch_p lãnh th_",____________________,
61,Wrong_Rationale_2,"While these were contributing factors to colonial grievances, the primary reasons for fighting were political: taxation without representation, forced quartering of soldiers, and lack of self-government.",Wrong_Rationale_2,"While these were contributing factors to colonial grievances, the primary reasons for fighting were political: taxation without representation, forced quartering of soldiers, and lack of self-government.","Aunque estos fueron factores que contribuyeron a las quejas coloniales, las razones principales para luchar fueron políticas: impuestos sin representación, alojamiento forzoso de soldados y falta de autogobierno.","_____ ____ ___ _____ _____ __ _____ ___________ ____ _______ ________ ______ ______: _______ ___ ______ _____ ______ _______ _____ _____ ______.","Bien que ceux-ci aient contribué aux griefs coloniaux, les principales raisons de se battre étaient politiques : taxation sans représentation, cantonnement forcé des soldats et absence d’autonomie gouvernementale.","______ __ _________ ________ ___ ______ ____ ____ ____ __, _____ _____ __ _____ ____ ________ __: ____________ __ ____ ______, _______ __ ____ _____ __ _______ __ ____","____ ___ ___ ______ ___ __ ___ ______: __ __ __, __ __ __, ___ __.","Habang ito ay mga nakatulong na salik sa mga karaingan ng kolonya, ang pangunahing dahilan ng pakikipaglaban ay pampulitika: pagbubuwis na walang representasyon, sapilitang pagpapatuloy ng mga sundalo, at kakulangan ng sariling pamahalaan.","M_c dù _ây là nh_ng y_u t_ góp ph_n vào b_t bình c_a thu_c __a, nh_ng l_ do chính __ chi_n __u là chính tr_: _ánh thu_ mà không có __i di_n, ép bu_c cho lính trú quân, và thi_u chính quy_n t_ tr_.",_________________________________________________,
61,Wrong_Answer_3,"because they wanted independence immediately, because they hated all British people, because they wanted to expand westward",Wrong_Answer_3,"because they wanted independence immediately, because they hated all British people, because they wanted to expand westward","porque querían independencia inmediata, porque odiaban a todos los británicos, porque querían expandirse hacia el oeste","_____ ______ _________ ______ _____ _____ ______ ____ ____________ _____ ______ ______ _____","parce qu’ils voulaient l’indépendance immédiatement, parce qu’ils détestaient tous les Britanniques, parce qu’ils voulaient s’étendre vers l’ouest","_______ __ _____ __________ _____ __, _______ __ ___ _______ _____ __ ____ ____ __, _______ __ ______ __ __ _______ ____ _____ __","__ ___ ___ ___, __ ____ ____ ___, ____ ____ ___ ___","dahil gusto nila ng agarang kalayaan, dahil galit sila sa lahat ng Britanya, dahil gusto nilang lumawak pa-kanluran","vì h_ mu_n __c l_p ngay l_p t_c, vì h_ ghét t_t c_ ng__i Anh, vì h_ mu_n m_ r_ng v_ phía tây",_______________________________,
61,Wrong_Rationale_3,"The colonists initially sought reconciliation and only gradually moved toward independence. Their grievances were with British policies, not the British people personally. Westward expansion was not a primary cause of the conflict.",Wrong_Rationale_3,"The colonists initially sought reconciliation and only gradually moved toward independence. Their grievances were with British policies, not the British people personally. Westward expansion was not a primary cause of the conflict.","Inicialmente, los colonos buscaron la reconciliación y solo gradualmente se movieron hacia la independencia. Sus quejas eran con las políticas británicas, no con el pueblo británico personalmente. La expansión hacia el oeste no fue una causa principal del conflicto.","__ ________ ___ __________ ___ ________ ___ _______ ___ _________ ___ ________. ____ _______ __ ________ ___________ ____ __ _____ _________ ______. __ ___ ______ _____ _____ _______ ______.","Les colons cherchaient initialement la réconciliation et se sont seulement progressivement orientés vers l’indépendance. Leurs griefs concernaient les politiques britanniques, pas les Britanniques en tant que personnes. L’expansion vers l’ouest n’était pas une cause principale du conflit.","____ ___ ______________ __ ___-_____ __ _____ __ __ ____-____ __________ __ __ _____ ____ ________ _______ _______ __ ___, _ __ _________ ___ __ _______ _____ ___ ______ __ __ _______ ______ __ _____ ____ ____ ___",______ ____ ___ ____ __ ____ ____. ___ ___ __ __ ___ ___ ___ ___ ___. _____ ___ ___ __ ___ ____.,"Noong una, hinangad ng mga kolonista ang pagkakasundo at dahan-dahang lumipat tungo sa kalayaan. Ang kanilang mga karaingan ay laban sa mga patakaran ng Britanya, hindi laban sa mga tao mismo. Ang paglawak pa-kanluran ay hindi pangunahing dahilan ng tunggalian.","Ban __u, nh_ng ng__i thu_c __a tìm ki_m s_ hòa gi_i và ch_ d_n d_n chuy_n sang __c l_p. S_ b_t bình c_a h_ là v_i các chính sách c_a Anh, ch_ không ph_i v_i ng__i dân Anh. Vi_c m_ r_ng v_ phía tây không ph_i là nguyên nhân chính c_a cu_c xung __t.",___________________________________________________________,
62,Question,Who wrote the Declaration of Independence?,Question,Who wrote the Declaration of Independence?,¿Quién escribió la Declaración de Independencia?,__ ___ _____ __________,Qui a rédigé la Déclaration d'indépendance ?,__________ __ _____ _____ ____ __?,__ ____ __ ______?,Sino ang sumulat ng Deklarasyon ng Kalayaan?,Ai _ã vi_t Tuyên ngôn __c l_p?,__________,
62,Correct_Answer_1,(Thomas) Jefferson,Correct_Answer_1,(Thomas) Jefferson,(Thomas) Jefferson,(_____) _______,(Thomas) Jefferson,(____) _______,(___) ___,(Thomas) Jefferson,(Thomas) Jefferson,________,
62,Correct_Rationale_1,Thomas Jefferson was the principal author of the Declaration of Independence.,Correct_Rationale_1,Thomas Jefferson was the principal author of the Declaration of Independence.,Thomas Jefferson fue el autor principal de la Declaración de Independencia.,___ _____ _______ ______ _______ ______ _________.,Thomas Jefferson était l'auteur principal de la Déclaration d'indépendance.,____ _______ __________ __ _____ __ _____ ____ ___,___ ____ __ ____ __ _______.,Si Thomas Jefferson ang pangunahing may-akda ng Deklarasyon ng Kalayaan.,Thomas Jefferson là tác gi_ chính c_a Tuyên ngôn __c l_p.,___·________________,
62,Wrong_Answer_1,George Washington,Wrong_Answer_1,George Washington,George Washington,____ ______,George Washington,_____ ________,__ ___,George Washington,George Washington,__·___,
62,Wrong_Rationale_1,George Washington was the Commander in Chief of the Continental Army and the first President.,Wrong_Rationale_1,George Washington was the Commander in Chief of the Continental Army and the first President.,George Washington fue el Comandante en Jefe del Ejército Continental y el primer Presidente.,___ ____ ______ ______ _____ _____ ______ ____ ____.,George Washington était le commandant en chef de l'armée continentale et le premier président.,_____ ________ ___________ _____ __ ________ ______ __ ____ __________ ___,__ ____ ___ ______ __ ________.,Si George Washington ang Pinuno ng Hukbong Kontinental at ang unang Pangulo.,George Washington là T_ng t_ l_nh Quân __i L_c __a và là T_ng th_ng __u tiên.,__·___________________,
62,Wrong_Answer_2,Abraham Lincoln,Wrong_Answer_2,Abraham Lincoln,Abraham Lincoln,_______ ______,Abraham Lincoln,_______ _____,_____ __,Abraham Lincoln,Abraham Lincoln,____·__,
